8300
# tracer: nop
#
# entries-in-buffer/entries-written: 13548/13548   #P:8
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
          <idle>-0     [000] dNs. 577998.378919: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577998.378921: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 577998.879240: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=002
         rcuos/2-10    [000] d... 577999.069020: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=005
              sh-9966  [000] dN.. 577999.073326: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
     migration/0-25    [000] d.s. 577999.073339: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              sh-9968  [000] dN.. 577999.073656: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577999.074339: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577999.074341: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
       rcu_sched-7     [000] d... 577999.074350: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=004
              sh-9963  [000] .... 577999.075998: sched_process_exit: comm=sh pid=9963 prio=120
          <idle>-0     [000] dNs. 577999.077343: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=000
       rcu_sched-7     [000] d... 577999.079355: sched_wakeup: comm=rcuos/4 pid=12 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 577999.079357: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=004
       rcu_sched-7     [000] d... 577999.079360: sched_wakeup: comm=rcuos/6 pid=14 prio=120 success=1 target_cpu=002
              sh-9975  [000] dN.. 577999.079566: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577999.082344: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=000
       rcu_sched-7     [000] d... 577999.082354: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=004
          <idle>-0     [000] dNs. 577999.085345: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577999.085347: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 577999.100452: sched_wakeup: comm=rcuos/6 pid=14 prio=120 success=1 target_cpu=003
       rcu_sched-7     [000] d... 577999.100453: sched_wakeup: comm=rcuos/4 pid=12 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 577999.100454: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=004
          <idle>-0     [000] dNs. 577999.103357: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577999.103359: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 577999.118375: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577999.121367: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577999.121369: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 577999.379533: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577999.871819: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577999.871825: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577999.918848: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              sh-9982  [000] dN.. 578000.074859: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
              sh-9984  [000] dNs. 578000.074944: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              sh-9984  [000] dN.. 578000.075179: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
         rcuos/2-10    [000] d... 578000.075970: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=002
              sh-9979  [000] .... 578000.077589: sched_process_exit: comm=sh pid=9979 prio=120
          <idle>-0     [000] dNs. 578000.081947: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=000
       rcu_sched-7     [000] d... 578000.081956: sched_wakeup: comm=rcuos/4 pid=12 prio=120 success=1 target_cpu=005
       rcu_sched-7     [000] d... 578000.081958: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=002
       rcu_sched-7     [000] d... 578000.081961: sched_wakeup: comm=rcuos/6 pid=14 prio=120 success=1 target_cpu=004
              sh-9987  [000] .... 578000.082794: sched_process_exit: comm=sh pid=9987 prio=120
          <idle>-0     [000] dNs. 578000.084950: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578000.084953: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 578000.087970: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=002
         rcuos/2-10    [000] d... 578000.099976: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 578000.105961: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578000.105963: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 578000.111982: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 578000.123971: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578000.123973: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 578000.378136: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=004
          <idle>-0     [000] d.s. 578000.463179: sched_wakeup: comm=migration/4 pid=43 prio=0 success=1 target_cpu=004
              vi-9942  [000] d.s. 578000.464181: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 578000.469255: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=001
              vi-9942  [000] dN.. 578000.488608: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 578000.488615: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=001
              vi-9942  [000] dNs. 578000.489196: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              vi-9942  [000] dN.. 578000.491638: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 578000.491646: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=001
              vi-9942  [000] dN.. 578000.518133: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 578000.518140: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=001
              vi-9942  [000] dNs. 578000.518211: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              vi-9942  [000] dN.. 578000.521161: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 578000.521170: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 578000.845408: sched_wakeup: comm=watchdog/0 pid=26 prio=0 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578000.873424: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578000.873428: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
              sh-9993  [000] dNs. 578001.073547: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              sh-9993  [000] d... 578001.074450: sched_wakeup_new: comm=sh pid=9996 prio=120 success=1 target_cpu=007
              sh-9993  [000] d... 578001.074621: sched_wakeup_new: comm=sh pid=9997 prio=120 success=1 target_cpu=006
              sh-9993  [000] d... 578001.075997: sched_wakeup: comm=sh pid=9995 prio=120 success=1 target_cpu=004
              sh-9993  [000] .... 578001.076032: sched_process_exit: comm=sh pid=9993 prio=120
              sh-10000 [000] dN.. 578001.076406: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
         rcuos/0-8     [000] d... 578001.077564: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=003
              sh-9995  [000] dNs. 578001.078549: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              sh-9995  [000] .... 578001.078726: sched_process_exit: comm=sh pid=9995 prio=120
              sh-10002 [000] .... 578001.081359: sched_process_exit: comm=sh pid=10002 prio=120
              sh-10002 [000] d... 578001.081385: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=001
              sh-10009 [000] dN.. 578001.082214: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578001.083551: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=000
       rcu_sched-7     [000] d... 578001.083562: sched_wakeup: comm=rcuos/4 pid=12 prio=120 success=1 target_cpu=002
       rcu_sched-7     [000] d... 578001.083564: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=003
       rcu_sched-7     [000] d... 578001.083566: sched_wakeup: comm=rcuos/6 pid=14 prio=120 success=1 target_cpu=004
          <idle>-0     [000] dNs. 578001.086552: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578001.086554: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=002
         rcuos/0-8     [000] d... 578001.089574: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=003
         rcuos/6-14    [000] d... 578001.095579: sched_wakeup: comm=rcuos/7 pid=15 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578001.101561: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578001.101563: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/6-14    [000] d... 578001.107582: sched_wakeup: comm=rcuos/7 pid=15 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578001.119573: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578001.119574: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 578001.243476: sched_wakeup: comm=gmain pid=20788 prio=120 success=1 target_cpu=000
         rcuos/0-8     [000] d... 578001.377745: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=003
         rcuos/0-8     [000] d... 578001.377747: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=005
          <idle>-0     [000] dNs. 578001.383730: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578001.383733: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578001.885032: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578001.885037: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dN.. 578002.073257: sched_wakeup: comm=rcuos/6 pid=14 prio=120 success=1 target_cpu=000
             cut-10016 [000] dNs. 578002.078153: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
             cut-10016 [000] d... 578002.079654: sched_wakeup: comm=cut pid=10018 prio=120 success=1 target_cpu=004
             cut-10016 [000] .... 578002.079822: sched_process_exit: comm=cut pid=10016 prio=120
             cut-10016 [000] d... 578002.079841: sched_wakeup: comm=sh pid=10012 prio=120 success=1 target_cpu=000
              sh-10012 [000] .... 578002.080277: sched_process_exit: comm=sh pid=10012 prio=120
          <idle>-0     [000] dN.. 578002.080938: sched_wakeup: comm=uname pid=10021 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dN.. 578002.080966: sched_wakeup: comm=uname pid=10021 prio=120 success=1 target_cpu=000
           uname-10021 [000] .... 578002.081445: sched_process_exit: comm=uname pid=10021 prio=120
           uname-10021 [000] d... 578002.081461: sched_wakeup: comm=sh pid=10017 prio=120 success=1 target_cpu=003
             cut-10024 [000] d... 578002.083206: sched_wakeup: comm=sh pid=10025 prio=120 success=1 target_cpu=003
         rcuos/6-14    [000] d... 578002.084175: sched_wakeup: comm=rcuos/7 pid=15 prio=120 success=1 target_cpu=003
             cut-10024 [000] d... 578002.084524: sched_wakeup: comm=cut pid=10025 prio=120 success=1 target_cpu=003
             cut-10024 [000] .... 578002.084656: sched_process_exit: comm=cut pid=10024 prio=120
             cut-10024 [000] d... 578002.084671: sched_wakeup: comm=sh pid=10020 prio=120 success=1 target_cpu=004
          <idle>-0     [000] dNs. 578002.096162: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578002.096164: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 578002.108178: sched_wakeup: comm=rcuos/4 pid=12 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 578002.108179: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 578002.111169: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578002.111171: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 578002.126187: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=004
          <idle>-0     [000] dNs. 578002.377328: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578002.377331: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578002.386334: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578002.386335: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 578002.551259: sched_wakeup: comm=goa-daemon pid=1835 prio=120 success=1 target_cpu=000
      goa-daemon-1835  [000] .... 578002.551290: sys_futex(uaddr: 17c1850, op: 1, val: 1, utime: 0, uaddr2: 31f9682a91c157, val3: 17c1d10)
      goa-daemon-1835  [000] d... 578002.551297: sched_wakeup: comm=pool pid=1839 prio=120 success=1 target_cpu=002
      goa-daemon-1835  [000] .... 578002.551297: sys_futex -> 0x1
          <idle>-0     [000] dNs. 578002.880633: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578002.880637: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
              sh-10026 [000] dNs. 578003.075755: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              sh-10026 [000] d... 578003.076642: sched_wakeup_new: comm=sh pid=10029 prio=120 success=1 target_cpu=002
              sh-10026 [000] dNs. 578003.076752: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 578003.076771: sched_wakeup: comm=kworker/3:2 pid=7744 prio=120 success=1 target_cpu=003
              sh-10026 [000] d... 578003.076835: sched_wakeup_new: comm=sh pid=10030 prio=120 success=1 target_cpu=006
              sh-10026 [000] .... 578003.078338: sched_process_exit: comm=sh pid=10026 prio=120
       rcu_sched-7     [000] d... 578003.079770: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=000
         rcuos/0-8     [000] d... 578003.079777: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=005
              sh-10036 [000] dN.. 578003.082022: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
             cut-10038 [000] d.s. 578003.082759: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=003
             cut-10038 [000] .... 578003.083420: sched_process_exit: comm=cut pid=10038 prio=120
             cut-10038 [000] d... 578003.083439: sched_wakeup: comm=sh pid=10033 prio=120 success=1 target_cpu=003
              sh-10036 [000] .... 578003.086388: sched_process_exit: comm=sh pid=10036 prio=120
         rcuos/0-8     [000] d... 578003.091782: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=005
          <idle>-0     [000] dNs. 578003.097766: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578003.097768: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/0-8     [000] d... 578003.103786: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=005
         rcuos/2-10    [000] d... 578003.109790: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=001
         rcuos/0-8     [000] d... 578003.112784: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=005
         rcuos/2-10    [000] d... 578003.115786: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578003.121778: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578003.121780: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 578003.127797: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 578003.245485: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 578003.250874: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 578003.250876: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=003
         rcuos/2-10    [000] d... 578003.256875: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=001
              vi-9942  [000] d... 578003.330244: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 578003.330289: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578003.381935: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578003.381939: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
              vi-9942  [000] d... 578003.574945: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 578003.574963: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=001
              vi-9942  [000] d... 578003.644116: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              vi-9942  [000] d... 578003.644725: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=004
              vi-9942  [000] .... 578003.646477: sched_process_exit: comm=vi pid=9942 prio=120
              vi-9942  [000] d... 578003.646507: sched_wakeup: comm=bash pid=8814 prio=120 success=1 target_cpu=004
     kworker/0:1-1492  [000] d... 578003.646521: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578003.656101: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578003.656104: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578003.674110: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578003.674112: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/0-8     [000] d... 578003.883255: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=005
         rcuos/0-8     [000] d... 578003.883257: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/0-8     [000] d... 578003.889256: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=005
          <idle>-0     [000] dNs. 578003.921261: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNh. 578004.021378: sched_wakeup: comm=gnome-shell pid=1799 prio=120 success=1 target_cpu=000
     gnome-shell-1799  [000] d... 578004.021614: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
     gnome-shell-1799  [000] d.s. 578004.022325: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578004.033331: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578004.033334: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578004.051337: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578004.051339: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
              sh-10043 [000] dNs. 578004.077357: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 578004.077369: sched_wakeup: comm=kworker/2:0 pid=8744 prio=120 success=1 target_cpu=002
              sh-10043 [000] d... 578004.078500: sched_wakeup_new: comm=sh pid=10046 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dN.. 578004.078623: sched_wakeup: comm=sh pid=10043 prio=120 success=1 target_cpu=000
              sh-10043 [000] d... 578004.078677: sched_wakeup_new: comm=sh pid=10047 prio=120 success=1 target_cpu=006
              sh-10043 [000] .... 578004.080164: sched_process_exit: comm=sh pid=10043 prio=120
       rcu_sched-7     [000] d... 578004.081373: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=005
              sh-10045 [000] .... 578004.083116: sched_process_exit: comm=sh pid=10045 prio=120
          <idle>-0     [000] dNs. 578004.084361: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=000
              sh-10058 [000] dN.. 578004.086373: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578004.087360: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578004.087362: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=002
              sh-10054 [000] .... 578004.088634: sched_process_exit: comm=sh pid=10054 prio=120
         rcuos/0-8     [000] d... 578004.102390: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578004.108374: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578004.108376: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/0-8     [000] d... 578004.114393: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=001
         rcuos/4-12    [000] d... 578004.120397: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578004.126385: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578004.126387: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578004.265468: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578004.265474: sched_wakeup: comm=kworker/u16:0 pid=8656 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578004.390542: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578004.390544: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 578004.847821: sched_wakeup: comm=watchdog/0 pid=26 prio=0 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578004.890844: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578004.890850: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
              sh-10064 [000] dNs. 578005.081962: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              sh-10064 [000] d... 578005.083001: sched_wakeup_new: comm=sh pid=10065 prio=120 success=1 target_cpu=007
              sh-10064 [000] d... 578005.083170: sched_wakeup_new: comm=sh pid=10066 prio=120 success=1 target_cpu=001
              sh-10064 [000] d... 578005.083320: sched_wakeup_new: comm=sh pid=10068 prio=120 success=1 target_cpu=002
             cut-10068 [000] .... 578005.085481: sched_process_exit: comm=cut pid=10068 prio=120
             cut-10068 [000] d... 578005.085497: sched_wakeup: comm=sh pid=10064 prio=120 success=1 target_cpu=002
           uname-10071 [000] .... 578005.087359: sched_process_exit: comm=uname pid=10071 prio=120
           uname-10071 [000] d... 578005.087376: sched_wakeup: comm=sh pid=10067 prio=120 success=1 target_cpu=001
         rcuos/4-12    [000] d... 578005.095984: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578005.101974: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578005.101977: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/4-12    [000] d... 578005.107996: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=001
         rcuos/4-12    [000] d... 578005.116989: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578005.122985: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578005.122987: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 578005.245920: sched_wakeup: comm=gmain pid=20788 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578005.317102: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
         rcuos/4-12    [000] d... 578005.381003: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=003
         rcuos/4-12    [000] d... 578005.386162: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=005
